 Wavelength  FilterTrans          PCE 
      1.145  5.00071e-07  3.88656e-07 
      1.146  3.92226e-07  3.04834e-07 
      1.147  3.16407e-07  2.45831e-07 
      1.148  2.43014e-07  1.88765e-07 
      1.149  1.97818e-07  1.53638e-07 
       1.15  1.69255e-07  1.31413e-07 
      1.151  1.38069e-07  1.07193e-07 
      1.152  1.18901e-07   9.2285e-08 
      1.153  1.05408e-07  8.17736e-08 
      1.154  9.06632e-08  7.03149e-08 
      1.155  8.28896e-08   6.4261e-08 
      1.156  7.42527e-08  5.75564e-08 
      1.157  6.58003e-08  5.09847e-08 
      1.158  5.87312e-08  4.54894e-08 
      1.159  4.97588e-08  3.85331e-08 
       1.16  4.44654e-08  3.44175e-08 
      1.161  4.09535e-08  3.16946e-08 
      1.162  3.81605e-08  2.95224e-08 
      1.163  3.40116e-08  2.63031e-08 
      1.164  3.09639e-08  2.39355e-08 
      1.165  2.65726e-08  2.05313e-08 
      1.166   2.0644e-08  1.59482e-08 
      1.167  1.85335e-08  1.43126e-08 
      1.168  1.77801e-08  1.37243e-08 
      1.169  1.49219e-08  1.15141e-08 
       1.17  1.21547e-08  9.37652e-09 
      1.171          0.0          0.0 
      1.172          0.0          0.0 
      1.173          0.0          0.0 
      1.174          0.0          0.0 
      1.175          0.0          0.0 
      1.176          0.0          0.0 
      1.177          0.0          0.0 
      1.178          0.0          0.0 
      1.179          0.0          0.0 
       1.18          0.0          0.0 
      1.181          0.0          0.0 
      1.182          0.0          0.0 
      1.183          0.0          0.0 
      1.184          0.0          0.0 
      1.185          0.0          0.0 
      1.186          0.0          0.0 
      1.187          0.0          0.0 
      1.188          0.0          0.0 
      1.189          0.0          0.0 
       1.19          0.0          0.0 
      1.191          0.0          0.0 
      1.192          0.0          0.0 
      1.193          0.0          0.0 
      1.194          0.0          0.0 
      1.195          0.0          0.0 
      1.196          0.0          0.0 
      1.197          0.0          0.0 
      1.198          0.0          0.0 
      1.199          0.0          0.0 
        1.2          0.0          0.0 
      1.201          0.0          0.0 
      1.202          0.0          0.0 
      1.203          0.0          0.0 
      1.204          0.0          0.0 
      1.205          0.0          0.0 
      1.206          0.0          0.0 
      1.207          0.0          0.0 
      1.208          0.0          0.0 
      1.209          0.0          0.0 
       1.21          0.0          0.0 
      1.211          0.0          0.0 
      1.212          0.0          0.0 
      1.213          0.0          0.0 
      1.214          0.0          0.0 
      1.215          0.0          0.0 
      1.216          0.0          0.0 
      1.217          0.0          0.0 
      1.218          0.0          0.0 
      1.219          0.0          0.0 
       1.22          0.0          0.0 
      1.221          0.0          0.0 
      1.222          0.0          0.0 
      1.223          0.0          0.0 
      1.224          0.0          0.0 
      1.225          0.0          0.0 
      1.226          0.0          0.0 
      1.227          0.0          0.0 
      1.228          0.0          0.0 
      1.229          0.0          0.0 
       1.23          0.0          0.0 
      1.231          0.0          0.0 
      1.232          0.0          0.0 
      1.233          0.0          0.0 
      1.234          0.0          0.0 
      1.235          0.0          0.0 
      1.236          0.0          0.0 
      1.237          0.0          0.0 
      1.238          0.0          0.0 
      1.239          0.0          0.0 
       1.24          0.0          0.0 
      1.241          0.0          0.0 
      1.242          0.0          0.0 
      1.243          0.0          0.0 
      1.244          0.0          0.0 
      1.245          0.0          0.0 
      1.246          0.0          0.0 
      1.247          0.0          0.0 
      1.248          0.0          0.0 
      1.249          0.0          0.0 
       1.25          0.0          0.0 
      1.251          0.0          0.0 
      1.252          0.0          0.0 
      1.253          0.0          0.0 
      1.254          0.0          0.0 
      1.255          0.0          0.0 
      1.256          0.0          0.0 
      1.257          0.0          0.0 
      1.258          0.0          0.0 
      1.259          0.0          0.0 
       1.26          0.0          0.0 
      1.261          0.0          0.0 
      1.262          0.0          0.0 
      1.263          0.0          0.0 
      1.264          0.0          0.0 
      1.265          0.0          0.0 
      1.266          0.0          0.0 
      1.267          0.0          0.0 
      1.268          0.0          0.0 
      1.269          0.0          0.0 
       1.27          0.0          0.0 
      1.271          0.0          0.0 
      1.272          0.0          0.0 
      1.273          0.0          0.0 
      1.274          0.0          0.0 
      1.275          0.0          0.0 
      1.276          0.0          0.0 
      1.277          0.0          0.0 
      1.278          0.0          0.0 
      1.279          0.0          0.0 
       1.28          0.0          0.0 
      1.281          0.0          0.0 
      1.282          0.0          0.0 
      1.283          0.0          0.0 
      1.284          0.0          0.0 
      1.285          0.0          0.0 
      1.286          0.0          0.0 
      1.287          0.0          0.0 
      1.288          0.0          0.0 
      1.289          0.0          0.0 
       1.29          0.0          0.0 
      1.291          0.0          0.0 
      1.292          0.0          0.0 
      1.293          0.0          0.0 
      1.294          0.0          0.0 
      1.295          0.0          0.0 
      1.296          0.0          0.0 
      1.297          0.0          0.0 
