 Wavelength  FilterTrans          PCE 
      0.648          0.0          0.0 
      0.649          0.0          0.0 
       0.65          0.0          0.0 
      0.651          0.0          0.0 
      0.652          0.0          0.0 
      0.653          0.0          0.0 
      0.654          0.0          0.0 
      0.655          0.0          0.0 
      0.656          0.0          0.0 
      0.657          0.0          0.0 
      0.658          0.0          0.0 
      0.659          0.0          0.0 
       0.66          0.0          0.0 
      0.661          0.0          0.0 
      0.662          0.0          0.0 
      0.663          0.0          0.0 
      0.664          0.0          0.0 
      0.665          0.0          0.0 
      0.666          0.0          0.0 
      0.667          0.0          0.0 
      0.668          0.0          0.0 
      0.669          0.0          0.0 
       0.67          0.0          0.0 
      0.671          0.0          0.0 
      0.672          0.0          0.0 
      0.673          0.0          0.0 
      0.674          0.0          0.0 
      0.675          0.0          0.0 
      0.676          0.0          0.0 
      0.677          0.0          0.0 
      0.678          0.0          0.0 
      0.679          0.0          0.0 
       0.68          0.0          0.0 
      0.681          0.0          0.0 
      0.682          0.0          0.0 
      0.683          0.0          0.0 
      0.684          0.0          0.0 
      0.685          0.0          0.0 
      0.686          0.0          0.0 
      0.687          0.0          0.0 
      0.688          0.0          0.0 
      0.689   1.1012e-08  6.45919e-09 
       0.69  3.36734e-08    1.987e-08 
      0.691  4.92337e-08  2.92118e-08 
      0.692  3.94023e-08  2.35044e-08 
      0.693          0.0          0.0 
      0.694          0.0          0.0 
      0.695          0.0          0.0 
      0.696          0.0          0.0 
      0.697          0.0          0.0 
      0.698          0.0          0.0 
      0.699  2.06937e-08  1.27909e-08 
        0.7  3.21147e-08   1.9946e-08 
      0.701  3.14176e-08  1.96018e-08 
      0.702  2.44272e-08  1.53123e-08 
      0.703  2.61748e-08  1.64821e-08 
      0.704  2.90496e-08   1.8372e-08 
      0.705  3.75801e-08  2.38686e-08 
      0.706  4.21804e-08  2.69037e-08 
      0.707   2.1771e-08  1.39419e-08 
      0.708          0.0          0.0 
      0.709          0.0          0.0 
       0.71          0.0          0.0 
      0.711          0.0          0.0 
      0.712          0.0          0.0 
      0.713          0.0          0.0 
      0.714          0.0          0.0 
      0.715          0.0          0.0 
      0.716          0.0          0.0 
      0.717          0.0          0.0 
      0.718          0.0          0.0 
      0.719          0.0          0.0 
       0.72          0.0          0.0 
      0.721          0.0          0.0 
      0.722          0.0          0.0 
      0.723          0.0          0.0 
      0.724          0.0          0.0 
      0.725          0.0          0.0 
      0.726          0.0          0.0 
      0.727          0.0          0.0 
      0.728          0.0          0.0 
      0.729          0.0          0.0 
       0.73          0.0          0.0 
      0.731          0.0          0.0 
      0.732          0.0          0.0 
      0.733          0.0          0.0 
      0.734          0.0          0.0 
      0.735          0.0          0.0 
      0.736          0.0          0.0 
      0.737          0.0          0.0 
      0.738          0.0          0.0 
      0.739          0.0          0.0 
       0.74          0.0          0.0 
      0.741          0.0          0.0 
      0.742          0.0          0.0 
      0.743          0.0          0.0 
      0.744          0.0          0.0 
      0.745          0.0          0.0 
      0.746          0.0          0.0 
      0.747          0.0          0.0 
      0.748          0.0          0.0 
      0.749          0.0          0.0 
       0.75          0.0          0.0 
      0.751          0.0          0.0 
      0.752          0.0          0.0 
      0.753          0.0          0.0 
      0.754          0.0          0.0 
      0.755          0.0          0.0 
      0.756          0.0          0.0 
      0.757          0.0          0.0 
      0.758          0.0          0.0 
      0.759          0.0          0.0 
       0.76          0.0          0.0 
      0.761          0.0          0.0 
      0.762          0.0          0.0 
      0.763          0.0          0.0 
      0.764          0.0          0.0 
      0.765          0.0          0.0 
      0.766          0.0          0.0 
      0.767          0.0          0.0 
      0.768          0.0          0.0 
      0.769          0.0          0.0 
       0.77          0.0          0.0 
      0.771          0.0          0.0 
      0.772          0.0          0.0 
      0.773          0.0          0.0 
      0.774          0.0          0.0 
      0.775          0.0          0.0 
      0.776          0.0          0.0 
      0.777          0.0          0.0 
      0.778          0.0          0.0 
      0.779          0.0          0.0 
       0.78          0.0          0.0 
      0.781          0.0          0.0 
      0.782          0.0          0.0 
      0.783          0.0          0.0 
      0.784          0.0          0.0 
      0.785          0.0          0.0 
      0.786          0.0          0.0 
      0.787          0.0          0.0 
      0.788          0.0          0.0 
      0.789          0.0          0.0 
       0.79          0.0          0.0 
      0.791          0.0          0.0 
      0.792          0.0          0.0 
      0.793          0.0          0.0 
      0.794          0.0          0.0 
      0.795          0.0          0.0 
      0.796          0.0          0.0 
      0.797          0.0          0.0 
      0.798          0.0          0.0 
      0.799          0.0          0.0 
        0.8          0.0          0.0 
      0.801          0.0          0.0 
      0.802          0.0          0.0 
      0.803          0.0          0.0 
      0.804          0.0          0.0 
      0.805          0.0          0.0 
      0.806          0.0          0.0 
      0.807          0.0          0.0 
      0.808          0.0          0.0 
      0.809          0.0          0.0 
       0.81          0.0          0.0 
      0.811          0.0          0.0 
      0.812          0.0          0.0 
      0.813          0.0          0.0 
      0.814          0.0          0.0 
      0.815          0.0          0.0 
      0.816          0.0          0.0 
      0.817          0.0          0.0 
      0.818          0.0          0.0 
      0.819          0.0          0.0 
       0.82          0.0          0.0 
      0.821          0.0          0.0 
      0.822          0.0          0.0 
      0.823          0.0          0.0 
      0.824          0.0          0.0 
      0.825          0.0          0.0 
      0.826          0.0          0.0 
      0.827          0.0          0.0 
      0.828          0.0          0.0 
      0.829          0.0          0.0 
       0.83          0.0          0.0 
      0.831          0.0          0.0 
      0.832          0.0          0.0 
      0.833          0.0          0.0 
      0.834          0.0          0.0 
      0.835          0.0          0.0 
      0.836          0.0          0.0 
      0.837          0.0          0.0 
      0.838          0.0          0.0 
      0.839          0.0          0.0 
       0.84          0.0          0.0 
      0.841          0.0          0.0 
      0.842          0.0          0.0 
      0.843          0.0          0.0 
      0.844          0.0          0.0 
      0.845          0.0          0.0 
      0.846          0.0          0.0 
      0.847          0.0          0.0 
      0.848          0.0          0.0 
      0.849          0.0          0.0 
       0.85          0.0          0.0 
      0.851          0.0          0.0 
      0.852          0.0          0.0 
      0.853          0.0          0.0 
      0.854          0.0          0.0 
      0.855          0.0          0.0 
      0.856   1.0115e-08  6.65197e-09 
      0.857  1.03323e-08  6.79135e-09 
      0.858          0.0          0.0 
      0.859  1.16476e-08  7.65039e-09 
       0.86  2.54054e-08  1.66803e-08 
      0.861  5.53762e-08  3.63458e-08 
      0.862   8.4494e-08  5.54351e-08 
      0.863  9.17919e-08  6.02028e-08 
      0.864    9.079e-08  5.95254e-08 
      0.865  8.07718e-08  5.29498e-08 
      0.866  7.96366e-08  5.21877e-08 
      0.867  5.91518e-08  3.87553e-08 
      0.868  6.00012e-08  3.93064e-08 
      0.869    3.225e-08  2.11228e-08 
       0.87  2.49308e-08  1.63266e-08 
      0.871          0.0          0.0 
      0.872   3.5765e-08  2.34194e-08 
      0.873  4.65957e-08  3.05068e-08 
      0.874  1.08567e-07   7.1084e-08 
      0.875  2.36757e-07  1.54996e-07 
      0.876  3.92937e-07  2.57289e-07 
      0.877  3.27278e-07  2.14291e-07 
      0.878  1.97716e-07  1.29482e-07 
      0.879  2.03427e-07  1.33206e-07 
       0.88  2.32989e-07  1.52576e-07 
      0.881  2.42007e-07  1.58552e-07 
      0.882   2.2849e-07  1.49733e-07 
      0.883  3.11464e-07  2.04199e-07 
      0.884  3.87105e-07  2.53854e-07 
      0.885  5.05707e-07  3.31754e-07 
      0.886  5.35579e-07  3.51554e-07 
      0.887  4.95156e-07  3.25208e-07 
      0.888  5.09416e-07  3.34632e-07 
      0.889  5.00541e-07  3.28992e-07 
       0.89  9.79955e-07  6.44469e-07 
      0.891  7.06078e-07  4.64506e-07 
      0.892  7.54422e-07  4.96495e-07 
      0.893  7.19726e-07  4.73922e-07 
      0.894  9.82649e-07  6.47348e-07 
      0.895  1.74812e-06  1.15213e-06 
      0.896  1.12782e-06   7.4382e-07 
      0.897  8.73212e-07  5.76165e-07 
      0.898  1.17739e-07  7.77314e-08 
      0.899  1.45591e-07  9.61633e-08 
        0.9  9.77395e-08  6.45961e-08 
      0.901  1.05035e-07  6.94748e-08 
      0.902  8.00189e-08  5.29659e-08 
      0.903  1.23117e-07  8.15601e-08 
      0.904  1.70295e-07  1.12881e-07 
      0.905  2.21565e-07  1.46971e-07 
      0.906  2.10646e-07  1.39842e-07 
      0.907  1.67125e-07  1.11055e-07 
      0.908  1.55161e-07  1.03189e-07 
      0.909  1.71447e-07  1.14091e-07 
       0.91   1.6404e-07  1.09273e-07 
      0.911  1.94409e-07  1.29628e-07 
      0.912  2.55241e-07  1.70359e-07 
      0.913  3.05191e-07  2.03848e-07 
      0.914  3.07828e-07  2.05835e-07 
      0.915    2.571e-07  1.72062e-07 
      0.916  2.96328e-07  1.98488e-07 
      0.917  2.87362e-07  1.92687e-07 
      0.918  2.79597e-07  1.87684e-07 
      0.919  2.88492e-07  1.93823e-07 
       0.92  2.90796e-07  1.95588e-07 
      0.921  3.28084e-07  2.20919e-07 
      0.922  3.46543e-07   2.3358e-07 
      0.923  3.66675e-07  2.47436e-07 
      0.924  3.95396e-07  2.67095e-07 
      0.925  3.69612e-07  2.49985e-07 
      0.926  3.39644e-07  2.29925e-07 
      0.927  3.68932e-07  2.50041e-07 
      0.928  4.71206e-07  3.19712e-07 
      0.929  5.95594e-07  4.04625e-07 
       0.93  5.72014e-07  3.89008e-07 
      0.931  5.68457e-07  3.87072e-07 
      0.932  5.83697e-07  3.97786e-07 
      0.933  6.01381e-07  4.10401e-07 
      0.934  5.94196e-07   4.0584e-07 
      0.935  5.93359e-07  4.05705e-07 
      0.936  6.60061e-07  4.51883e-07 
      0.937  6.52035e-07  4.46811e-07 
      0.938  6.53427e-07  4.48232e-07 
      0.939  5.89713e-07  4.05048e-07 
       0.94  5.59723e-07  3.84849e-07 
      0.941  5.00193e-07  3.44289e-07 
      0.942  5.52772e-07  3.80962e-07 
      0.943  5.77237e-07  3.98281e-07 
      0.944  5.61833e-07  3.88028e-07 
      0.945  4.85358e-07   3.3567e-07 
      0.946  5.17292e-07  3.58101e-07 
      0.947  6.00543e-07  4.16217e-07 
      0.948  6.69726e-07  4.64697e-07 
      0.949  6.07116e-07  4.21752e-07 
       0.95  6.17609e-07  4.29531e-07 
      0.951  6.35894e-07  4.42675e-07 
      0.952  7.33369e-07  5.11052e-07 
      0.953  7.83231e-07  5.46297e-07 
      0.954  7.90322e-07  5.51815e-07 
      0.955  7.64509e-07  5.34409e-07 
      0.956  7.43623e-07  5.20347e-07 
      0.957  8.32067e-07  5.82825e-07 
      0.958  8.49761e-07  5.95832e-07 
      0.959  7.83403e-07  5.49816e-07 
       0.96  6.88276e-07  4.83549e-07 
      0.961  6.51617e-07  4.58237e-07 
      0.962  6.00541e-07  4.22822e-07 
      0.963  5.86202e-07  4.13092e-07 
      0.964  5.84614e-07   4.1242e-07 
      0.965  6.86912e-07  4.85103e-07 
      0.966  6.93083e-07  4.89991e-07 
      0.967  6.87711e-07  4.86769e-07 
      0.968  7.36831e-07  5.22036e-07 
      0.969  7.84456e-07  5.56376e-07 
       0.97  8.26215e-07  5.86686e-07 
      0.971  8.07925e-07  5.74265e-07 
      0.972   8.3947e-07  5.97302e-07 
      0.973  8.07624e-07  5.75269e-07 
      0.974  7.54101e-07  5.37738e-07 
      0.975  7.20835e-07  5.14584e-07 
      0.976   7.1381e-07  5.10122e-07 
      0.977   6.4127e-07  4.58686e-07 
      0.978  5.10825e-07  3.65783e-07 
      0.979  5.05132e-07  3.62097e-07 
       0.98  5.42311e-07  3.89175e-07 
      0.981  6.16585e-07  4.42926e-07 
      0.982  5.50596e-07   3.9595e-07 
      0.983  5.18195e-07  3.72947e-07 
      0.984  5.09983e-07  3.67365e-07 
      0.985  6.05292e-07  4.36508e-07 
      0.986  7.00406e-07   5.0561e-07 
      0.987  6.66849e-07  4.81815e-07 
      0.988  6.83093e-07  4.93994e-07 
      0.989  7.09788e-07  5.13816e-07 
       0.99  7.83328e-07  5.67553e-07 
      0.991  7.28639e-07  5.28478e-07 
      0.992  6.57656e-07   4.7734e-07 
      0.993  6.54249e-07  4.75321e-07 
      0.994   7.0913e-07  5.15686e-07 
      0.995  7.40681e-07  5.39019e-07 
      0.996  7.40182e-07  5.39211e-07 
      0.997  1.02756e-06  7.49186e-07 
      0.998  2.54807e-06  1.85933e-06 
      0.999  4.28166e-06  3.12693e-06 
        1.0  5.09931e-06  3.72789e-06 
      1.001  4.68646e-06  3.42847e-06 
      1.002  4.14436e-06  3.03462e-06 
      1.003  4.20942e-06  3.08533e-06 
      1.004     4.61e-06  3.38089e-06 
      1.005   4.6223e-06  3.39336e-06 
      1.006  4.90634e-06  3.60503e-06 
      1.007  4.58631e-06  3.37181e-06 
      1.008  4.50602e-06  3.31614e-06 
      1.009   4.2945e-06  3.16254e-06 
       1.01  4.12564e-06  3.04094e-06 
      1.011  4.19808e-06  3.09708e-06 
      1.012   4.4934e-06  3.31708e-06 
      1.013  4.47951e-06  3.30979e-06 
      1.014  4.21751e-06  3.11853e-06 
      1.015  3.99581e-06   2.9569e-06 
      1.016  4.19975e-06  3.11016e-06 
      1.017  4.62362e-06  3.42708e-06 
      1.018  4.52427e-06   3.3553e-06 
      1.019  4.35333e-06  3.23166e-06 
       1.02  4.22383e-06  3.13759e-06 
      1.021  4.22777e-06  3.14325e-06 
      1.022  4.37003e-06  3.25088e-06 
      1.023  4.09892e-06  3.05185e-06 
      1.024  3.86303e-06  2.87838e-06 
      1.025  4.11791e-06  3.07005e-06 
      1.026  4.64114e-06  3.46353e-06 
      1.027  4.58641e-06  3.42498e-06 
      1.028  3.99336e-06  2.98469e-06 
      1.029  3.84458e-06  2.87511e-06 
       1.03  4.05268e-06  3.03268e-06 
      1.031  4.25298e-06  3.18542e-06 
      1.032  4.07101e-06  3.05028e-06 
      1.033  3.90121e-06  2.92473e-06 
      1.034  3.54091e-06  2.65649e-06 
      1.035  3.40662e-06  2.55747e-06 
      1.036  3.34025e-06  2.50907e-06 
      1.037  3.71871e-06  2.79532e-06 
      1.038  3.63154e-06  2.73132e-06 
      1.039   3.6643e-06  2.75752e-06 
       1.04  3.21928e-06  2.42452e-06 
      1.041  3.12417e-06  2.35369e-06 
      1.042  3.01997e-06  2.27641e-06 
      1.043  3.14055e-06  2.36854e-06 
      1.044  3.16543e-06   2.3889e-06 
      1.045  3.27768e-06  2.47493e-06 
      1.046  3.69407e-06   2.7905e-06 
      1.047  3.51382e-06  2.65572e-06 
      1.048  3.36973e-06  2.54872e-06 
      1.049  3.09017e-06  2.33805e-06 
       1.05  3.17754e-06  2.40515e-06 
      1.051  3.22014e-06  2.43899e-06 
      1.052  3.25506e-06  2.46651e-06 
      1.053  3.53163e-06  2.67783e-06 
      1.054  3.55519e-06  2.69665e-06 
      1.055  3.37036e-06  2.55756e-06 
      1.056  3.30253e-06  2.50771e-06 
      1.057  3.20326e-06  2.43339e-06 
      1.058  3.15169e-06  2.39576e-06 
      1.059  2.78486e-06  2.11783e-06 
       1.06  2.68675e-06  2.04407e-06 
      1.061  2.80422e-06  2.13442e-06 
      1.062  2.85466e-06   2.1738e-06 
      1.063   3.3272e-06  2.53478e-06 
      1.064   3.3669e-06  2.56654e-06 
      1.065  3.57632e-06  2.72739e-06 
      1.066  3.21107e-06  2.44994e-06 
      1.067  3.08268e-06  2.35305e-06 
      1.068  3.00331e-06  2.29324e-06 
      1.069  2.93502e-06   2.2421e-06 
       1.07  3.06001e-06  2.33861e-06 
      1.071  3.18329e-06  2.43385e-06 
      1.072  3.68479e-06   2.8194e-06 
      1.073  3.79291e-06  2.90334e-06 
      1.074  3.97744e-06  3.04587e-06 
      1.075   3.5709e-06  2.73599e-06 
      1.076  3.38726e-06  2.59664e-06 
      1.077   3.2429e-06  2.48721e-06 
      1.078  3.03394e-06  2.32792e-06 
      1.079  3.15978e-06  2.42548e-06 
       1.08  2.97882e-06  2.28802e-06 
      1.081  3.14251e-06  2.41507e-06 
      1.082  3.07873e-06  2.36684e-06 
      1.083  2.94444e-06   2.2646e-06 
      1.084  3.11355e-06  2.39572e-06 
      1.085  2.93418e-06   2.2587e-06 
      1.086  3.08108e-06  2.37275e-06 
      1.087  3.01861e-06  2.32591e-06 
      1.088  3.04728e-06  2.34877e-06 
      1.089  2.93208e-06  2.26146e-06 
       1.09   3.1962e-06  2.46597e-06 
      1.091  3.36082e-06  2.59367e-06 
      1.092  3.71183e-06  2.86554e-06 
      1.093  3.27318e-06  2.52811e-06 
      1.094  3.24886e-06  2.50999e-06 
      1.095  2.84944e-06  2.20198e-06 
      1.096  3.01585e-06  2.33119e-06 
      1.097  3.00795e-06  2.32639e-06 
      1.098  3.42529e-06  2.64986e-06 
      1.099   3.3651e-06  2.60368e-06 
        1.1  3.47462e-06   2.6894e-06 
      1.101  3.43806e-06  2.66202e-06 
      1.102  3.36566e-06  2.60636e-06 
      1.103  3.39045e-06  2.62682e-06 
      1.104  3.34222e-06  2.59007e-06 
      1.105  3.52473e-06  2.73222e-06 
      1.106  3.58848e-06  2.78235e-06 
      1.107  3.67303e-06  2.84857e-06 
      1.108  3.47552e-06  2.69668e-06 
      1.109  3.46389e-06  2.68806e-06 
       1.11  3.18846e-06   2.4749e-06 
      1.111  3.31876e-06  2.57634e-06 
      1.112  3.14523e-06   2.4419e-06 
      1.113  3.42234e-06  2.65814e-06 
      1.114  3.48618e-06  2.70803e-06 
      1.115  3.10882e-06  2.41517e-06 
      1.116  2.64552e-06  2.05565e-06 
      1.117  2.56492e-06  1.99303e-06 
      1.118  2.96007e-06  2.30052e-06 
      1.119  3.01741e-06  2.34561e-06 
       1.12  2.81356e-06  2.18733e-06 
      1.121  2.64301e-06  2.05518e-06 
      1.122  2.42671e-06  1.88699e-06 
      1.123   2.5472e-06  1.98085e-06 
      1.124  2.61815e-06  2.03646e-06 
      1.125  2.96427e-06  2.30588e-06 
      1.126  2.96537e-06  2.30673e-06 
      1.127  2.80146e-06  2.17917e-06 
      1.128  2.64582e-06   2.0581e-06 
      1.129  2.64067e-06  2.05427e-06 
       1.13  2.91671e-06  2.26949e-06 
      1.131  3.08191e-06  2.39818e-06 
      1.132  2.80356e-06  2.18131e-06 
      1.133  2.50786e-06  1.95115e-06 
      1.134  2.67796e-06  2.08322e-06 
      1.135  3.12967e-06  2.43529e-06 
      1.136  3.47465e-06   2.7036e-06 
      1.137  3.18729e-06  2.47968e-06 
      1.138  2.83848e-06  2.20821e-06 
      1.139  2.73861e-06  2.13022e-06 
       1.14  2.78582e-06  2.16731e-06 
      1.141  2.70989e-06  2.10798e-06 
      1.142    2.683e-06  2.08641e-06 
      1.143  2.71419e-06   2.1104e-06 
      1.144  2.76315e-06  2.14779e-06 
      1.145  2.62286e-06  2.03849e-06 
      1.146  2.76795e-06  2.15122e-06 
      1.147  3.11058e-06  2.41675e-06 
      1.148  3.59367e-06  2.79143e-06 
      1.149  3.47889e-06  2.70193e-06 
       1.15  3.13387e-06   2.4332e-06 
      1.151  2.52642e-06  1.96144e-06 
      1.152  2.51171e-06  1.94946e-06 
      1.153  2.58175e-06  2.00287e-06 
      1.154  2.81265e-06  2.18138e-06 
      1.155  2.89753e-06  2.24634e-06 
      1.156  3.07722e-06  2.38528e-06 
      1.157  3.16599e-06  2.45313e-06 
      1.158  2.92248e-06  2.26357e-06 
      1.159  2.85245e-06  2.20893e-06 
       1.16  2.73344e-06  2.11576e-06 
      1.161  2.95665e-06   2.2882e-06 
      1.162  3.04372e-06  2.35474e-06 
      1.163  3.36624e-06  2.60331e-06 
      1.164  3.36352e-06  2.60004e-06 
      1.165  3.46935e-06  2.68059e-06 
      1.166  3.10554e-06  2.39914e-06 
      1.167  2.83857e-06   2.1921e-06 
      1.168  2.71966e-06  2.09928e-06 
      1.169  2.86724e-06  2.21244e-06 
       1.17  2.86762e-06  2.21217e-06 
      1.171  2.85172e-06  2.19883e-06 
      1.172  2.68105e-06  2.06644e-06 
      1.173   2.9984e-06  2.30991e-06 
      1.174  2.96252e-06  2.28164e-06 
      1.175  3.13739e-06  2.41493e-06 
      1.176  2.99067e-06  2.30086e-06 
      1.177  2.79167e-06  2.14671e-06 
      1.178  2.55224e-06  1.96163e-06 
      1.179  2.37027e-06  1.82126e-06 
       1.18  2.67824e-06  2.05689e-06 
      1.181  2.96812e-06  2.27853e-06 
      1.182  3.33227e-06  2.55724e-06 
      1.183  3.28129e-06  2.51682e-06 
      1.184  3.40595e-06  2.61102e-06 
      1.185  3.44876e-06  2.64241e-06 
      1.186  3.31712e-06  2.54099e-06 
      1.187  3.17958e-06  2.43457e-06 
      1.188  3.10527e-06  2.37638e-06 
      1.189  2.98981e-06  2.28678e-06 
       1.19  2.87029e-06  2.19465e-06 
      1.191  3.15332e-06  2.40989e-06 
      1.192  3.59583e-06  2.74675e-06 
      1.193  3.79879e-06  2.90101e-06 
      1.194  3.49558e-06  2.66817e-06 
      1.195  3.13459e-06  2.39146e-06 
      1.196  2.85441e-06  2.17665e-06 
      1.197  2.70865e-06  2.06495e-06 
      1.198  2.84951e-06  2.17104e-06 
      1.199  3.19754e-06  2.43503e-06 
        1.2  3.45097e-06  2.62704e-06 
      1.201  3.48426e-06  2.65083e-06 
      1.202  3.27321e-06  2.48854e-06 
      1.203  3.14489e-06  2.39009e-06 
      1.204  2.94408e-06  2.23593e-06 
      1.205  2.99008e-06  2.26929e-06 
      1.206   2.9178e-06  2.21362e-06 
      1.207  3.42219e-06  2.59449e-06 
      1.208  3.54043e-06  2.68227e-06 
      1.209  3.52733e-06  2.67134e-06 
       1.21  3.38523e-06  2.56189e-06 
      1.211  3.61691e-06  2.73538e-06 
      1.212  3.73978e-06  2.82701e-06 
      1.213  3.69704e-06  2.79283e-06 
      1.214  3.56157e-06  2.68838e-06 
      1.215  3.86409e-06   2.9157e-06 
      1.216  3.92865e-06  2.96242e-06 
      1.217  3.94223e-06  2.97033e-06 
      1.218  3.94314e-06  2.96966e-06 
      1.219  4.04418e-06  3.04363e-06 
       1.22  4.18602e-06   3.1479e-06 
      1.221  3.93441e-06  2.95742e-06 
      1.222  4.02299e-06  3.02204e-06 
      1.223  3.78287e-06  2.84013e-06 
      1.224  3.72415e-06  2.79424e-06 
      1.225  3.65837e-06  2.74305e-06 
      1.226  4.22563e-06  3.16667e-06 
      1.227  4.91783e-06    3.683e-06 
      1.228  5.25758e-06  3.93446e-06 
      1.229  5.21006e-06   3.8968e-06 
       1.23  5.35765e-06   4.0045e-06 
      1.231  5.65595e-06  4.22541e-06 
      1.232   5.8463e-06  4.36408e-06 
      1.233  5.88063e-06  4.38708e-06 
      1.234  6.02698e-06  4.49447e-06 
      1.235  6.41179e-06  4.77808e-06 
      1.236  6.74611e-06  5.02422e-06 
      1.237  6.79064e-06  5.05383e-06 
      1.238  6.90003e-06  5.13372e-06 
      1.239  6.99093e-06  5.19713e-06 
       1.24  7.40927e-06  5.50424e-06 
      1.241  7.52334e-06  5.58554e-06 
      1.242  8.20572e-06  6.08827e-06 
      1.243  8.43629e-06  6.25547e-06 
      1.244  8.94276e-06   6.6269e-06 
      1.245  9.05386e-06  6.70565e-06 
      1.246  9.79341e-06  7.24732e-06 
      1.247  1.04241e-05   7.7076e-06 
      1.248  1.11124e-05  8.21304e-06 
      1.249  1.19741e-05  8.84341e-06 
       1.25  1.32194e-05  9.75705e-06 
      1.251  1.44596e-05  1.06639e-05 
      1.252  1.57803e-05    1.163e-05 
      1.253  1.70721e-05  1.25708e-05 
      1.254  1.89296e-05  1.39319e-05 
      1.255  2.06774e-05  1.52046e-05 
      1.256  2.28254e-05  1.67727e-05 
      1.257  2.48091e-05  1.82157e-05 
      1.258  2.69462e-05  1.97715e-05 
      1.259  2.92605e-05  2.14526e-05 
